REGION_NO,ADM2_EN,ADM3_EN,ADM3_CODE,TOTAL_EMPLOYED,AGRI_EMPLOYED,PERCENT_AGRI
12,SARANGANI,Malapatan,PH128006000,861.0,538.0,62.49
12,SARANGANI,Malungon,PH128007000,1336.0,887.0,66.39
14,APAYAO,Calanasan,PH148101000,72.0,39.0,54.17
14,APAYAO,Conner,PH148102000,585.0,393.0,67.18
14,APAYAO,Flora,PH148103000,531.0,319.0,60.08
14,APAYAO,Kabugao,PH148104000,624.0,392.0,62.82
14,APAYAO,Luna,PH148105000,619.0,256.0,41.36
14,APAYAO,Pudtol,PH148106000,528.0,317.0,60.04
14,APAYAO,Santa Marcela,PH148107000,277.0,162.0,58.48
11,DAVAO DE ORO,Compostela,PH118201000,577.0,265.0,45.93
11,DAVAO DE ORO,Laak,PH118202000,592.0,391.0,66.05
11,DAVAO DE ORO,Mabini,PH118203000,248.0,85.0,34.27
11,DAVAO DE ORO,Maco,PH118204000,456.0,142.0,31.14
11,DAVAO DE ORO,Maragusan,PH118205000,453.0,264.0,58.28
11,DAVAO DE ORO,Mawab,PH118206000,212.0,89.0,41.98
11,DAVAO DE ORO,Monkayo,PH118207000,712.0,327.0,45.93
11,DAVAO DE ORO,Montevista,PH118208000,407.0,175.0,43.0
11,DAVAO DE ORO,Nabunturan,PH118209000,624.0,222.0,35.58
11,DAVAO DE ORO,New Bataan,PH118210000,483.0,322.0,66.67
11,DAVAO DE ORO,Pantukan,PH118211000,654.0,224.0,34.25
9,ZAMBOANGA SIBUGAY,Alicia,PH098301000,490.0,311.0,63.47
9,ZAMBOANGA SIBUGAY,Buug,PH098302000,546.0,215.0,39.38
9,ZAMBOANGA SIBUGAY,Diplahan,PH098303000,316.0,129.0,40.82
9,ZAMBOANGA SIBUGAY,Imelda,PH098304000,216.0,40.0,18.52
9,ZAMBOANGA SIBUGAY,Ipil,PH098305000,787.0,166.0,21.09
9,ZAMBOANGA SIBUGAY,Kabasalan,PH098306000,502.0,158.0,31.47
9,ZAMBOANGA SIBUGAY,Mabuhay,PH098307000,470.0,318.0,67.66
9,ZAMBOANGA SIBUGAY,Malangas,PH098308000,193.0,72.0,37.31
9,ZAMBOANGA SIBUGAY,Naga,PH098309000,587.0,276.0,47.02
9,ZAMBOANGA SIBUGAY,Olutanga,PH098310000,209.0,112.0,53.59
9,ZAMBOANGA SIBUGAY,Payao,PH098311000,538.0,301.0,55.95
9,ZAMBOANGA SIBUGAY,Roseller Lim,PH098312000,359.0,191.0,53.2
9,ZAMBOANGA SIBUGAY,Siay,PH098313000,317.0,135.0,42.59
9,ZAMBOANGA SIBUGAY,Talusan,PH098314000,212.0,120.0,56.6
9,ZAMBOANGA SIBUGAY,Titay,PH098315000,446.0,282.0,63.23
9,ZAMBOANGA SIBUGAY,Tungawan,PH098316000,525.0,264.0,50.29
16,DINAGAT ISLANDS,Basilisa,PH168501000,711.0,386.0,54.29
16,DINAGAT ISLANDS,Cagdianao,PH168502000,267.0,134.0,50.19
16,DINAGAT ISLANDS,Dinagat,PH168503000,386.0,136.0,35.23
16,DINAGAT ISLANDS,Libjo,PH168504000,273.0,112.0,41.03
16,DINAGAT ISLANDS,Loreto,PH168505000,224.0,72.0,32.14
16,DINAGAT ISLANDS,San Jose,PH168506000,668.0,97.0,14.52
16,DINAGAT ISLANDS,Tubajon,PH168507000,190.0,78.0,41.05
11,DAVAO OCCIDENTAL,Don Marcelino,PH118601000,555.0,342.0,61.62
11,DAVAO OCCIDENTAL,Jose Abad Santos,PH118602000,1278.0,839.0,65.65
11,DAVAO OCCIDENTAL,Malita,PH118603000,2296.0,1248.0,54.36
11,DAVAO OCCIDENTAL,Santa Maria,PH118604000,1026.0,498.0,48.54
11,DAVAO OCCIDENTAL,Sarangani,PH118605000,438.0,251.0,57.31
9,CITY OF ISABELA,City of Isabela,PH099701000,2236.0,470.0,21.02
12,COTABATO CITY,City of Cotabato,PH129804000,4091.0,243.0,5.94
13,City of Manila,City of Manila,PH133900000,8087.0,21.0,0.26
